Fecha,Hito,Tipo,Premisa,URL
2016-03-16,,Normal,,
2016-03-17,,Normal,,
2016-03-18,,Normal,,
2016-03-19,,Normal,,
2016-03-20,,Normal,,
2016-03-21,,Normal,,
2016-03-22,,Normal,,
2016-03-23,,Normal,,
2016-03-24,,Normal,,
2016-03-25,,Normal,,
2016-03-26,,Normal,,
2016-03-27,,Normal,,
2016-03-28,,Normal,,
2016-03-29,,Normal,,
2016-03-30,,Normal,,
2016-03-31,,Normal,,
2016-04-01,,Normal,,
2016-04-02,,Normal,,
2016-04-03,,Normal,,
2016-04-04,,Normal,,
2016-04-05,,Normal,,
2016-04-06,,Normal,,
2016-04-07,,Normal,,
2016-04-08,,Normal,,
2016-04-09,,Normal,,
2016-04-10,,Normal,,
2016-04-11,,Normal,,
2016-04-12,,Normal,,
2016-04-13,,Normal,,
2016-04-14,,Normal,,
2016-04-15,,Normal,,
2016-04-16,,Normal,,
2016-04-17,,Normal,,
2016-04-18,,Normal,,
2016-04-19,,Normal,,
2016-04-20,,Normal,,
2016-04-21,,Normal,,
2016-04-22,,Normal,,
2016-04-23,,Normal,,
2016-04-24,,Normal,,
2016-04-25,,Normal,,
2016-04-26,,Normal,,
2016-04-27,,Normal,,
2016-04-28,,Normal,,
2016-04-29,,Normal,,
2016-04-30,,Normal,,
2016-05-01,,Normal,,
2016-05-02,,Normal,,
2016-05-03,,Normal,,
2016-05-04,,Normal,,
2016-05-05,,Normal,,
2016-05-06,,Normal,,
2016-05-07,,Normal,,
2016-05-08,,Normal,,
2016-05-09,,Normal,,
2016-05-10,,Normal,,
2016-05-11,,Normal,,
2016-05-12,,Normal,,
2016-05-13,,Normal,,
2016-05-14,,Normal,,
2016-05-15,,Normal,,
2016-05-16,,Normal,,
2016-05-17,,Normal,,
2016-05-18,,Normal,,
2016-05-19,,Normal,,
2016-05-20,,Normal,,
2016-05-21,,Normal,,
2016-05-22,,Normal,,
2016-05-23,,Normal,,
2016-05-24,,Normal,,
2016-05-25,,Normal,,
2016-05-26,,Normal,,
2016-05-27,,Normal,,
2016-05-28,,Normal,,
2016-05-29,,Normal,,
2016-05-30,,Normal,,
2016-05-31,,Normal,,
2016-06-01,,Normal,,
2016-06-02,,Normal,,
2016-06-03,,Normal,,
2016-06-04,,Normal,,
2016-06-05,,Normal,,
2016-06-06,,Normal,,
2016-06-07,,Normal,,
2016-06-08,,Normal,,
2016-06-09,,Normal,,
2016-06-10,,Normal,,
2016-06-11,,Normal,,
2016-06-12,,Normal,,
2016-06-13,,Normal,,
2016-06-14,,Normal,,
2016-06-15,,Normal,,
2016-06-16,,Normal,,
2016-06-17,,Normal,,
2016-06-18,,Normal,,
2016-06-19,,Normal,,
2016-06-20,,Normal,,
2016-06-21,,Normal,,
2016-06-22,,Normal,,
2016-06-23,,Normal,,
2016-06-24,,Normal,,
2016-06-25,,Normal,,
2016-06-26,,Normal,,
2016-06-27,,Normal,,
2016-06-28,,Normal,,
2016-06-29,,Normal,,
2016-06-30,,Normal,,
2016-07-01,,Normal,,
2016-07-02,,Normal,,
2016-07-03,,Normal,,
2016-07-04,,Normal,,
2016-07-05,,Normal,,
2016-07-06,,Normal,,
2016-07-07,,Normal,,
2016-07-08,,Normal,,
2016-07-09,,Normal,,
2016-07-10,,Normal,,
2016-07-11,,Normal,,
2016-07-12,,Normal,,
2016-07-13,,Normal,,
2016-07-14,,Normal,,
2016-07-15,,Normal,,
2016-07-16,,Normal,,
2016-07-17,,Normal,,
2016-07-18,,Normal,,
2016-07-19,,Normal,,
2016-07-20,,Normal,,
2016-07-21,,Normal,,
2016-07-22,,Normal,,
2016-07-23,,Normal,,
2016-07-24,,Normal,,
2016-07-25,,Normal,,
2016-07-26,,Normal,,
2016-07-27,,Normal,,
2016-07-28,,Normal,,
2016-07-29,,Normal,,
2016-07-30,,Normal,,
2016-07-31,,Normal,,
2016-08-01,,Normal,,
2016-08-02,,Normal,,
2016-08-03,,Normal,,
2016-08-04,,Normal,,
2016-08-05,,Normal,,
2016-08-06,,Normal,,
2016-08-07,,Normal,,
2016-08-08,,Normal,,
2016-08-09,,Normal,,
2016-08-10,,Normal,,
2016-08-11,,Normal,,
2016-08-12,,Normal,,
2016-08-13,,Normal,,
2016-08-14,,Normal,,
2016-08-15,,Normal,,
2016-08-16,,Normal,,
2016-08-17,,Normal,,
2016-08-18,,Normal,,
2016-08-19,,Normal,,
2016-08-20,,Normal,,
2016-08-21,,Normal,,
2016-08-22,,Normal,,
2016-08-23,,Normal,,
2016-08-24,,Normal,,
2016-08-25,,Normal,,
2016-08-26,,Normal,,
2016-08-27,,Normal,,
2016-08-28,,Normal,,
2016-08-29,,Normal,,
2016-08-30,,Normal,,
2016-08-31,,Normal,,
2016-09-01,,Normal,,
2016-09-02,,Normal,,
2016-09-03,,Normal,,
2016-09-04,,Normal,,
2016-09-05,,Normal,,
2016-09-06,,Normal,,
2016-09-07,,Normal,,
2016-09-08,,Normal,,
2016-09-09,,Normal,,
2016-09-10,,Normal,,
2016-09-11,,Normal,,
2016-09-12,,Normal,,
2016-09-13,,Normal,,
2016-09-14,,Normal,,
2016-09-15,,Normal,,
2016-09-16,,Normal,,
2016-09-17,,Normal,,
2016-09-18,,Normal,,
2016-09-19,,Normal,,
2016-09-20,,Normal,,
2016-09-21,,Normal,,
2016-09-22,,Normal,,
2016-09-23,,Normal,,
2016-09-24,,Normal,,
2016-09-25,,Normal,,
2016-09-26,,Normal,,
2016-09-27,,Normal,,
2016-09-28,,Normal,,
2016-09-29,,Normal,,
2016-09-30,,Normal,,
2016-10-01,,Normal,,
2016-10-02,,Normal,,
2016-10-03,,Normal,,
2016-10-04,,Normal,,
2016-10-05,,Normal,,
2016-10-06,,Normal,,
2016-10-07,,Normal,,
2016-10-08,,Normal,,
2016-10-09,,Normal,,
2016-10-10,,Normal,,
2016-10-11,,Normal,,
2016-10-12,,Normal,,
2016-10-13,,Normal,,
2016-10-14,,Normal,,
2016-10-15,,Normal,,
2016-10-16,,Normal,,
2016-10-17,,Normal,,
2016-10-18,,Normal,,
2016-10-19,,Normal,,
2016-10-20,,Normal,,
2016-10-21,,Normal,,
2016-10-22,,Normal,,
2016-10-23,,Normal,,
2016-10-24,,Normal,,
2016-10-25,,Normal,,
2016-10-26,,Normal,,
2016-10-27,,Normal,,
2016-10-28,,Normal,,
2016-10-29,,Normal,,
2016-10-30,,Normal,,
2016-10-31,,Normal,,
2016-11-01,,Normal,,
2016-11-02,,Normal,,
2016-11-03,,Normal,,
2016-11-04,,Normal,,
2016-11-05,,Normal,,
2016-11-06,,Normal,,
2016-11-07,,Normal,,
2016-11-08,,Normal,,
2016-11-09,,Normal,,
2016-11-10,,Normal,,
2016-11-11,,Normal,,
2016-11-12,,Normal,,
2016-11-13,,Normal,,
2016-11-14,,Normal,,
2016-11-15,,Normal,,
2016-11-16,,Normal,,
2016-11-17,,Normal,,
2016-11-18,,Normal,,
2016-11-19,,Normal,,
2016-11-20,,Normal,,
2016-11-21,,Normal,,
2016-11-22,,Normal,,
2016-11-23,,Normal,,
2016-11-24,,Normal,,
2016-11-25,,Normal,,
2016-11-26,,Normal,,
2016-11-27,,Normal,,
2016-11-28,,Normal,,
2016-11-29,,Normal,,
2016-11-30,,Normal,,
2016-12-01,,Normal,,
2016-12-02,,Normal,,
2016-12-03,,Normal,,
2016-12-04,,Normal,,
2016-12-05,,Normal,,
2016-12-06,,Normal,,
2016-12-07,,Normal,,
2016-12-08,,Normal,,
2016-12-09,,Normal,,
2016-12-10,,Normal,,
2016-12-11,,Normal,,
2016-12-12,,Normal,,
2016-12-13,,Normal,,
2016-12-14,,Normal,,
2016-12-15,,Normal,,
2016-12-16,,Normal,,
2016-12-17,,Normal,,
2016-12-18,,Normal,,
2016-12-19,,Normal,,
2016-12-20,,Normal,,
2016-12-21,,Normal,,
2016-12-22,,Normal,,
2016-12-23,,Normal,,
2016-12-24,,Normal,,
2016-12-25,,Normal,,
2016-12-26,,Normal,,
2016-12-27,,Normal,,
2016-12-28,,Normal,,
2016-12-29,,Normal,,
2016-12-30,,Normal,,
2016-12-31,,Normal,,
2017-01-01,,Normal,,
2017-01-02,,Normal,,
2017-01-03,,Normal,,
2017-01-04,,Normal,,
2017-01-05,,Normal,,
2017-01-06,,Normal,,
2017-01-07,,Normal,,
2017-01-08,,Normal,,
2017-01-09,,Normal,,
2017-01-10,,Normal,,
2017-01-11,,Normal,,
2017-01-12,,Normal,,
2017-01-13,,Normal,,
2017-01-14,,Normal,,
2017-01-15,,Normal,,
2017-01-16,,Normal,,
2017-01-17,,Normal,,
2017-01-18,,Normal,,
2017-01-19,,Normal,,
2017-01-20,,Normal,,
2017-01-21,,Normal,,
2017-01-22,,Normal,,
2017-01-23,,Normal,,
2017-01-24,,Normal,,
2017-01-25,,Normal,,
2017-01-26,,Normal,,
2017-01-27,,Normal,,
2017-01-28,,Normal,,
2017-01-29,,Normal,,
2017-01-30,,Normal,,
2017-01-31,,Normal,,
2017-02-01,,Normal,,
2017-02-02,,Normal,,
2017-02-03,,Normal,,
2017-02-04,,Normal,,
2017-02-05,,Normal,,
2017-02-06,,Normal,,
2017-02-07,,Normal,,
2017-02-08,,Normal,,
2017-02-09,,Normal,,
2017-02-10,,Normal,,
2017-02-11,,Normal,,
2017-02-12,,Normal,,
2017-02-13,,Normal,,
2017-02-14,,Normal,,
2017-02-15,,Normal,,
2017-02-16,,Normal,,
2017-02-17,,Normal,,
2017-02-18,,Normal,,
2017-02-19,,Normal,,
2017-02-20,,Normal,,
2017-02-21,,Normal,,
2017-02-22,,Normal,,
2017-02-23,,Normal,,
2017-02-24,,Normal,,
2017-02-25,,Normal,,
2017-02-26,,Normal,,
2017-02-27,,Normal,,
2017-02-28,,Normal,,
2017-03-01,,Normal,,
2017-03-02,,Normal,,
2017-03-03,,Normal,,
2017-03-04,,Normal,,
2017-03-05,,Normal,,
2017-03-06,,Normal,,
2017-03-07,,Normal,,
2017-03-08,,Normal,,
2017-03-09,,Normal,,
2017-03-10,,Normal,,
2017-03-11,,Normal,,
2017-03-12,,Normal,,
2017-03-13,,Normal,,
2017-03-14,,Normal,,
2017-03-15,,Normal,,
2017-03-16,,Normal,,
2017-03-17,,Normal,,
2017-03-18,,Normal,,
2017-03-19,,Normal,,
2017-03-20,,Normal,,
2017-03-21,,Normal,,
2017-03-22,,Normal,,
2017-03-23,,Normal,,
2017-03-24,,Normal,,
2017-03-25,,Normal,,
2017-03-26,,Normal,,
2017-03-27,,Normal,,
2017-03-28,,Normal,,
2017-03-29,,Normal,,
2017-03-30,,Normal,,
2017-03-31,,Normal,,
2017-04-01,,Normal,,
2017-04-02,,Normal,,
2017-04-03,,Normal,,
2017-04-04,,Normal,,
2017-04-05,,Normal,,
2017-04-06,,Normal,,
2017-04-07,,Normal,,
2017-04-08,,Normal,,
2017-04-09,,Normal,,
2017-04-10,,Normal,,
2017-04-11,,Normal,,
2017-04-12,,Normal,,
2017-04-13,,Normal,,
2017-04-14,,Normal,,
2017-04-15,,Normal,,
2017-04-16,,Normal,,
2017-04-17,,Normal,,
2017-04-18,,Normal,,
2017-04-19,,Normal,,
2017-04-20,,Normal,,
2017-04-21,,Normal,,
2017-04-22,,Normal,,
2017-04-23,,Normal,,
2017-04-24,,Normal,,
2017-04-25,,Normal,,
2017-04-26,,Normal,,
2017-04-27,,Normal,,
2017-04-28,,Normal,,
2017-04-29,,Normal,,
2017-04-30,,Normal,,
2017-05-01,,Normal,,
2017-05-02,,Normal,,
2017-05-03,,Normal,,
2017-05-04,,Normal,,
2017-05-05,,Normal,,
2017-05-06,,Normal,,
2017-05-07,,Normal,,
2017-05-08,,Normal,,
2017-05-09,,Normal,,
2017-05-10,,Normal,,
2017-05-11,,Normal,,
2017-05-12,,Normal,,
2017-05-13,,Normal,,
2017-05-14,,Normal,,
2017-05-15,,Normal,,
2017-05-16,,Normal,,
2017-05-17,,Normal,,
2017-05-18,,Normal,,
2017-05-19,,Normal,,
2017-05-20,,Normal,,
2017-05-21,,Normal,,
2017-05-22,,Normal,,
2017-05-23,,Normal,,
2017-05-24,,Normal,,
2017-05-25,,Normal,,
2017-05-26,,Normal,,
2017-05-27,,Normal,,
2017-05-28,,Normal,,
2017-05-29,,Normal,,
2017-05-30,,Normal,,
2017-05-31,,Normal,,
2017-06-01,,Normal,,
2017-06-02,,Normal,,
2017-06-03,,Normal,,
2017-06-04,,Normal,,
2017-06-05,,Normal,,
2017-06-06,,Normal,,
2017-06-07,,Normal,,
2017-06-08,,Normal,,
2017-06-09,,Normal,,
2017-06-10,,Normal,,
2017-06-11,,Normal,,
2017-06-12,,Normal,,
2017-06-13,,Normal,,
2017-06-14,,Normal,,
2017-06-15,,Normal,,
2017-06-16,,Normal,,
2017-06-17,,Normal,,
2017-06-18,,Normal,,
2017-06-19,,Normal,,
2017-06-20,,Normal,,
2017-06-21,,Normal,,
2017-06-22,,Normal,,
2017-06-23,,Normal,,
2017-06-24,,Normal,,
2017-06-25,,Normal,,
2017-06-26,,Normal,,
2017-06-27,,Normal,,
2017-06-28,,Normal,,
2017-06-29,,Normal,,
2017-06-30,,Normal,,
2017-07-01,,Normal,,
2017-07-02,,Normal,,
2017-07-03,,Normal,,
2017-07-04,,Normal,,
2017-07-05,,Normal,,
2017-07-06,,Normal,,
2017-07-07,,Normal,,
2017-07-08,,Normal,,
2017-07-09,,Normal,,
2017-07-10,,Normal,,
2017-07-11,,Normal,,
2017-07-12,,Normal,,
2017-07-13,,Normal,,
2017-07-14,,Normal,,
2017-07-15,,Normal,,
2017-07-16,,Normal,,
2017-07-17,,Normal,,
2017-07-18,,Normal,,
2017-07-19,,Normal,,
2017-07-20,,Normal,,
2017-07-21,,Normal,,
2017-07-22,,Normal,,
2017-07-23,,Normal,,
2017-07-24,,Normal,,
2017-07-25,,Normal,,
2017-07-26,,Normal,,
2017-07-27,,Normal,,
2017-07-28,,Normal,,
2017-07-29,,Normal,,
2017-07-30,,Normal,,
2017-07-31,,Normal,,
2017-08-01,,Normal,,
2017-08-02,,Normal,,
2017-08-03,,Normal,,
2017-08-04,,Normal,,
2017-08-05,,Normal,,
2017-08-06,,Normal,,
2017-08-07,,Normal,,
2017-08-08,,Normal,,
2017-08-09,,Normal,,
2017-08-10,,Normal,,
2017-08-11,,Normal,,
2017-08-12,,Normal,,
2017-08-13,,Normal,,
2017-08-14,,Normal,,
2017-08-15,,Normal,,
2017-08-16,,Normal,,
2017-08-17,,Normal,,
2017-08-18,,Normal,,
2017-08-19,,Normal,,
2017-08-20,,Normal,,
2017-08-21,,Normal,,
2017-08-22,,Normal,,
2017-08-23,,Normal,,
2017-08-24,,Normal,,
2017-08-25,,Normal,,
2017-08-26,,Normal,,
2017-08-27,,Normal,,
2017-08-28,,Normal,,
2017-08-29,,Normal,,
2017-08-30,,Normal,,
2017-08-31,,Normal,,
2017-09-01,,Normal,,
2017-09-02,,Normal,,
2017-09-03,,Normal,,
2017-09-04,,Normal,,
2017-09-05,,Normal,,
2017-09-06,,Normal,,
2017-09-07,,Normal,,
2017-09-08,,Normal,,
2017-09-09,,Normal,,
2017-09-10,,Normal,,
2017-09-11,,Normal,,
2017-09-12,,Normal,,
2017-09-13,,Normal,,
2017-09-14,,Normal,,
2017-09-15,,Normal,,
2017-09-16,,Normal,,
2017-09-17,,Normal,,
2017-09-18,,Normal,,
2017-09-19,,Normal,,
2017-09-20,,Normal,,
2017-09-21,,Normal,,
2017-09-22,,Normal,,
2017-09-23,,Normal,,
2017-09-24,,Normal,,
2017-09-25,,Normal,,
2017-09-26,,Normal,,
2017-09-27,,Normal,,
2017-09-28,,Normal,,
2017-09-29,,Normal,,
2017-09-30,,Normal,,
2017-10-01,,Normal,,
2017-10-02,,Normal,,
2017-10-03,,Normal,,
2017-10-04,,Normal,,
2017-10-05,,Normal,,
2017-10-06,,Normal,,
2017-10-07,,Normal,,
2017-10-08,,Normal,,
2017-10-09,,Normal,,
2017-10-10,,Normal,,
2017-10-11,,Normal,,
2017-10-12,,Normal,,
2017-10-13,,Normal,,
2017-10-14,,Normal,,
2017-10-15,,Normal,,
2017-10-16,,Normal,,
2017-10-17,,Normal,,
2017-10-18,,Normal,,
2017-10-19,,Normal,,
2017-10-20,,Normal,,
2017-10-21,,Normal,,
2017-10-22,,Normal,,
2017-10-23,,Normal,,
2017-10-24,,Normal,,
2017-10-25,,Normal,,
2017-10-26,,Normal,,
2017-10-27,,Normal,,
2017-10-28,,Normal,,
2017-10-29,,Normal,,
2017-10-30,,Normal,,
2017-10-31,,Normal,,
2017-11-01,,Normal,,
2017-11-02,,Normal,,
2017-11-03,,Normal,,
2017-11-04,,Normal,,
2017-11-05,,Normal,,
2017-11-06,,Normal,,
2017-11-07,,Normal,,
2017-11-08,,Normal,,
2017-11-09,,Normal,,
2017-11-10,,Normal,,
2017-11-11,,Normal,,
2017-11-12,,Normal,,
2017-11-13,,Normal,,
2017-11-14,,Normal,,
2017-11-15,,Normal,,
2017-11-16,,Normal,,
2017-11-17,,Normal,,
2017-11-18,,Normal,,
2017-11-19,,Normal,,
2017-11-20,,Normal,,
2017-11-21,,Normal,,
2017-11-22,,Normal,,
2017-11-23,,Normal,,
2017-11-24,,Normal,,
2017-11-25,,Normal,,
2017-11-26,,Normal,,
2017-11-27,,Normal,,
2017-11-28,,Normal,,
2017-11-29,,Normal,,
2017-11-30,,Normal,,
2017-12-01,,Normal,,
2017-12-02,,Normal,,
2017-12-03,,Normal,,
2017-12-04,,Normal,,
2017-12-05,,Normal,,
2017-12-06,,Normal,,
2017-12-07,,Normal,,
2017-12-08,,Normal,,
2017-12-09,,Normal,,
2017-12-10,,Normal,,
2017-12-11,,Normal,,
2017-12-12,,Normal,,
2017-12-13,,Normal,,
2017-12-14,,Normal,,
2017-12-15,,Normal,,
2017-12-16,,Normal,,
2017-12-17,,Normal,,
2017-12-18,,Normal,,
2017-12-19,,Normal,,
2017-12-20,,Normal,,
2017-12-21,,Normal,,
2017-12-22,,Normal,,
2017-12-23,,Normal,,
2017-12-24,,Normal,,
2017-12-25,,Normal,,
2017-12-26,,Normal,,
2017-12-27,,Normal,,
2017-12-28,,Normal,,
2017-12-29,,Normal,,
2017-12-30,,Normal,,
2017-12-31,,Normal,,
2018-01-01,,Normal,,
2018-01-02,,Normal,,
2018-01-03,,Normal,,
2018-01-04,,Normal,,
2018-01-05,,Normal,,
2018-01-06,,Normal,,
2018-01-07,,Normal,,
2018-01-08,,Normal,,
2018-01-09,,Normal,,
2018-01-10,,Normal,,
2018-01-11,,Normal,,
2018-01-12,,Normal,,
2018-01-13,,Normal,,
2018-01-14,,Normal,,
2018-01-15,,Normal,,
2018-01-16,,Normal,,
2018-01-17,,Normal,,
2018-01-18,,Normal,,
2018-01-19,,Normal,,
2018-01-20,,Normal,,
2018-01-21,,Normal,,
2018-01-22,,Normal,,
2018-01-23,,Normal,,
2018-01-24,,Normal,,
2018-01-25,,Normal,,
2018-01-26,,Normal,,
2018-01-27,,Normal,,
2018-01-28,,Normal,,
2018-01-29,,Normal,,
2018-01-30,,Normal,,
2018-01-31,,Normal,,
2018-02-01,,Normal,,
2018-02-02,,Normal,,
2018-02-03,,Normal,,
2018-02-04,,Normal,,
2018-02-05,,Normal,,
2018-02-06,,Normal,,
2018-02-07,,Normal,,
2018-02-08,,Normal,,
2018-02-09,,Normal,,
2018-02-10,,Normal,,
2018-02-11,,Normal,,
2018-02-12,,Normal,,
2018-02-13,,Normal,,
2018-02-14,,Normal,,
2018-02-15,,Normal,,
2018-02-16,,Normal,,
2018-02-17,,Normal,,
2018-02-18,,Normal,,
2018-02-19,,Normal,,
2018-02-20,,Normal,,
2018-02-21,,Normal,,
2018-02-22,,Normal,,
2018-02-23,,Normal,,
2018-02-24,,Normal,,
2018-02-25,,Normal,,
2018-02-26,,Normal,,
2018-02-27,,Normal,,
2018-02-28,,Normal,,
2018-03-01,,Normal,,
2018-03-02,,Normal,,
2018-03-03,,Normal,,
2018-03-04,,Normal,,
2018-03-05,,Normal,,
2018-03-06,,Normal,,
2018-03-07,,Normal,,
2018-03-08,,Normal,,
2018-03-09,,Normal,,
2018-03-10,,Normal,,
2018-03-11,,Normal,,
2018-03-12,,Normal,,
2018-03-13,,Normal,,
2018-03-14,,Normal,,
2018-03-15,,Normal,,
2018-03-16,,Normal,,
2018-03-17,,Normal,,
2018-03-18,,Normal,,
2018-03-19,,Normal,,
2018-03-20,,Normal,,
2018-03-21,,Normal,,
2018-03-22,,Normal,,
2018-03-23,,Normal,,
2018-03-24,,Normal,,
2018-03-25,,Normal,,
2018-03-26,,Normal,,
2018-03-27,,Normal,,
2018-03-28,,Normal,,
2018-03-29,,Normal,,
2018-03-30,,Normal,,
2018-03-31,,Normal,,
2018-04-01,,Normal,,
2018-04-02,,Normal,,
2018-04-03,,Normal,,
2018-04-04,,Normal,,
2018-04-05,,Normal,,
2018-04-06,,Normal,,
2018-04-07,,Normal,,
2018-04-08,,Normal,,
2018-04-09,,Normal,,
2018-04-10,,Normal,,
2018-04-11,,Normal,,
2018-04-12,,Normal,,
2018-04-13,,Normal,,
2018-04-14,,Normal,,
2018-04-15,,Normal,,
2018-04-16,,Normal,,
2018-04-17,,Normal,,
2018-04-18,,Normal,,
2018-04-19,,Normal,,
2018-04-20,,Normal,,
2018-04-21,,Normal,,
2018-04-22,,Normal,,
2018-04-23,,Normal,,
2018-04-24,,Normal,,
2018-04-25,,Normal,,
2018-04-26,,Normal,,
2018-04-27,,Normal,,
2018-04-28,,Normal,,
2018-04-29,,Normal,,
2018-04-30,,Normal,,
2018-05-01,,Normal,,
2018-05-02,,Normal,,
2018-05-03,,Normal,,
2018-05-04,,Normal,,
2018-05-05,,Normal,,
2018-05-06,,Normal,,
2018-05-07,,Normal,,
2018-05-08,,Normal,,
2018-05-09,,Normal,,
2018-05-10,,Normal,,
2018-05-11,,Normal,,
2018-05-12,,Normal,,
2018-05-13,,Normal,,
2018-05-14,,Normal,,
2018-05-15,,Normal,,
2018-05-16,,Normal,,
2018-05-17,,Normal,,
2018-05-18,,Normal,,
2018-05-19,,Normal,,
2018-05-20,,Normal,,
2018-05-21,,Normal,,
2018-05-22,,Normal,,
2018-05-23,,Normal,,
2018-05-24,,Normal,,
2018-05-25,,Normal,,
2018-05-26,,Normal,,
2018-05-27,,Normal,,
2018-05-28,,Normal,,
2018-05-29,,Normal,,
2018-05-30,,Normal,,
2018-05-31,,Normal,,
2018-06-01,,Normal,,
2018-06-02,,Normal,,
2018-06-03,,Normal,,
2018-06-04,,Normal,,
2018-06-05,,Normal,,
2018-06-06,,Normal,,
2018-06-07,,Normal,,
2018-06-08,,Normal,,
2018-06-09,,Normal,,
2018-06-10,,Normal,,
2018-06-11,,Normal,,
2018-06-12,,Normal,,
2018-06-13,,Normal,,
2018-06-14,,Normal,,
2018-06-15,,Normal,,
2018-06-16,,Normal,,
2018-06-17,,Normal,,
2018-06-18,,Normal,,
2018-06-19,,Normal,,
2018-06-20,,Normal,,
2018-06-21,,Normal,,
2018-06-22,,Normal,,
2018-06-23,,Normal,,
2018-06-24,,Normal,,
2018-06-25,,Normal,,
2018-06-26,,Normal,,
2018-06-27,,Normal,,
2018-06-28,,Normal,,
2018-06-29,,Normal,,
2018-06-30,,Normal,,
2018-07-01,,Normal,,
2018-07-02,,Normal,,
2018-07-03,,Normal,,
2018-07-04,,Normal,,
2018-07-05,,Normal,,
2018-07-06,,Normal,,
2018-07-07,,Normal,,
2018-07-08,,Normal,,
2018-07-09,,Normal,,
2018-07-10,,Normal,,
2018-07-11,,Normal,,
2018-07-12,,Normal,,
2018-07-13,,Normal,,
2018-07-14,,Normal,,
2018-07-15,,Normal,,
2018-07-16,,Normal,,
2018-07-17,,Normal,,
2018-07-18,,Normal,,
2018-07-19,,Normal,,
2018-07-20,,Normal,,
2018-07-21,,Normal,,
2018-07-22,,Normal,,
2018-07-23,,Normal,,
2018-07-24,,Normal,,
2018-07-25,,Normal,,
2018-07-26,,Normal,,
2018-07-27,,Normal,,
2018-07-28,,Normal,,
2018-07-29,,Normal,,
2018-07-30,,Normal,,
2018-07-31,,Normal,,
2018-08-01,,Normal,,
2018-08-02,,Normal,,
2018-08-03,,Normal,,
2018-08-04,,Normal,,
2018-08-05,,Normal,,
2018-08-06,Primer Curso de Python,Día Clave,Aprovecha la Comunidad: aprende y comparte,
2018-08-07,,Normal,,
2018-08-08,,Normal,,
2018-08-09,,Normal,,
2018-08-10,,Normal,,
2018-08-11,,Normal,,
2018-08-12,,Normal,,
2018-08-13,,Normal,,
2018-08-14,,Normal,,
2018-08-15,,Normal,,
2018-08-16,,Normal,,
2018-08-17,,Normal,,
2018-08-18,,Normal,,
2018-08-19,,Normal,,
2018-08-20,,Normal,,
2018-08-21,,Normal,,
2018-08-22,,Normal,,
2018-08-23,,Normal,,
2018-08-24,,Normal,,
2018-08-25,,Normal,,
2018-08-26,,Normal,,
2018-08-27,,Normal,,
2018-08-28,,Normal,,
2018-08-29,,Normal,,
2018-08-30,,Normal,,
2018-08-31,,Normal,,
2018-09-01,,Normal,,
2018-09-02,,Normal,,
2018-09-03,,Normal,,
2018-09-04,,Normal,,
2018-09-05,,Normal,,
2018-09-06,,Normal,,
2018-09-07,,Normal,,
2018-09-08,,Normal,,
2018-09-09,,Normal,,
2018-09-10,,Normal,,
2018-09-11,,Normal,,
2018-09-12,,Normal,,
2018-09-13,,Normal,,
2018-09-14,,Normal,,
2018-09-15,,Normal,,
2018-09-16,,Normal,,
2018-09-17,,Normal,,
2018-09-18,,Normal,,
2018-09-19,,Normal,,
2018-09-20,,Normal,,
2018-09-21,,Normal,,
2018-09-22,,Normal,,
2018-09-23,,Normal,,
2018-09-24,,Normal,,
2018-09-25,,Normal,,
2018-09-26,,Normal,,
2018-09-27,,Normal,,
2018-09-28,,Normal,,
2018-09-29,,Normal,,
2018-09-30,,Normal,,
2018-10-01,,Normal,,
2018-10-02,,Normal,,
2018-10-03,,Normal,,
2018-10-04,,Normal,,
2018-10-05,,Normal,,
2018-10-06,,Normal,,
2018-10-07,,Normal,,
2018-10-08,,Normal,,
2018-10-09,,Normal,,
2018-10-10,,Normal,,
2018-10-11,,Normal,,
2018-10-12,,Normal,,
2018-10-13,,Normal,,
2018-10-14,,Normal,,
2018-10-15,,Normal,,
2018-10-16,,Normal,,
2018-10-17,,Normal,,
2018-10-18,,Normal,,
2018-10-19,,Normal,,
2018-10-20,,Normal,,
2018-10-21,,Normal,,
2018-10-22,,Normal,,
2018-10-23,,Normal,,
2018-10-24,,Normal,,
2018-10-25,,Normal,,
2018-10-26,,Normal,,
2018-10-27,,Normal,,
2018-10-28,,Normal,,
2018-10-29,,Normal,,
2018-10-30,,Normal,,
2018-10-31,,Normal,,
2018-11-01,,Normal,,
2018-11-02,,Normal,,
2018-11-03,,Normal,,
2018-11-04,,Normal,,
2018-11-05,,Normal,,
2018-11-06,,Normal,,
2018-11-07,,Normal,,
2018-11-08,,Normal,,
2018-11-09,,Normal,,
2018-11-10,,Normal,,
2018-11-11,,Normal,,
2018-11-12,,Normal,,
2018-11-13,,Normal,,
2018-11-14,,Normal,,
2018-11-15,,Normal,,
2018-11-16,,Normal,,
2018-11-17,,Normal,,
2018-11-18,,Normal,,
2018-11-19,,Normal,,
2018-11-20,,Normal,,
2018-11-21,,Normal,,
2018-11-22,,Normal,,
2018-11-23,,Normal,,
2018-11-24,,Normal,,
2018-11-25,,Normal,,
2018-11-26,,Normal,,
2018-11-27,,Normal,,
2018-11-28,,Normal,,
2018-11-29,,Normal,,
2018-11-30,,Normal,,
2018-12-01,,Normal,,
2018-12-02,,Normal,,
2018-12-03,,Normal,,
2018-12-04,,Normal,,
2018-12-05,,Normal,,
2018-12-06,,Normal,,
